date,grade,price_per_kg
2024-03-06,특,12057.8
2024-03-07,특,13352.0
2024-03-08,특,11852.9
2024-03-09,특,14617.9
2024-03-11,특,10083.9
2024-03-12,특,11761.6
2024-03-13,특,10802.0
2024-03-14,특,14158.7
2024-03-15,특,11142.9
2024-03-16,특,11142.9
2024-03-18,특,11838.6
2024-03-19,특,12319.8
2024-03-20,특,12191.3
2024-03-21,특,10936.0
2024-03-22,특,11061.3
2024-03-23,특,10922.3
2024-03-25,특,9930.5
2024-03-26,특,13176.7
2024-03-27,특,9427.0
2024-03-28,특,11306.5
2024-03-29,특,8440.7
2024-03-30,특,15500.0
2024-04-01,특,10460.6
2024-04-02,특,10701.6
2024-04-03,특,9180.3
2024-04-04,특,16211.5
2024-04-05,특,11532.9
2024-04-06,특,11532.9
2024-04-08,특,14081.0
2024-04-09,특,17900.0
2024-04-10,특,15852.5
2024-04-11,특,17127.1
2024-04-12,특,10841.4
2024-04-13,특,16416.7
2024-04-15,특,15025.8
2024-04-16,특,17141.5
2024-04-17,특,14863.1
2024-04-18,특,15663.9
2024-04-19,특,11164.8
2024-04-20,특,11164.8
2024-04-22,특,15288.5
2024-04-23,특,14391.2
2024-04-24,특,14599.3
2024-04-25,특,16887.8
2024-04-26,특,12202.4
2024-04-27,특,16436.8
2024-04-29,특,15862.4
2024-04-30,특,16494.6
2024-05-01,특,15170.4
2024-05-02,특,16316.0
2024-05-03,특,14541.8
2024-05-04,특,16857.1
2024-05-06,특,15644.8
2024-05-07,특,14425.5
2024-05-08,특,16578.4
2024-05-09,특,16370.6
2024-05-10,특,15230.5
2024-05-11,특,15230.5
2024-05-13,특,15116.5
2024-05-14,특,15450.0
2024-05-15,특,15598.3
2024-05-16,특,15224.1
2024-05-17,특,13708.8
2024-05-18,특,13708.8
2024-05-20,특,12510.8
2024-05-21,특,17470.6
2024-05-22,특,14127.2
2024-05-23,특,16972.4
2024-05-24,특,9970.8
2024-05-25,특,9964.5
2024-05-27,특,12974.0
2024-05-28,특,13333.8
2024-05-29,특,15001.6
2024-05-30,특,17664.9
2024-05-31,특,17223.2
2024-06-01,특,17223.2
2024-06-03,특,14214.6
2024-06-04,특,16248.9
2024-06-05,특,13569.6
2024-06-06,특,15758.8
2024-06-07,특,15221.0
2024-06-08,특,15221.0
2024-06-10,특,16207.2
2024-06-11,특,16606.8
